application_id,borrower_id,application_date,approval_date,time_to_decision,application_status,amount_requested,approved_amount,interest_rate,term,ltv_ratio,combined_ltv,loan_purpose,credit_score,annual_income,property_value
sdv-id-oRnXGW,sdv-pii-3u9cj,2024-04-06,2024-03-02,10,Denied,146012,88,0.01,240,78.6,85.1,Home Improvement,629,66031,377686
sdv-id-sIFXBD,sdv-pii-7f6d8,2022-01-14,2022-02-10,11,Approved,139255,19902,6.25,360,68.7,74.6,Education Expenses,784,102103,431687
sdv-id-UYNZmk,sdv-pii-z2w7r,2022-04-10,2022-06-20,12,Approved,150349,9839,6.24,360,78.9,86.1,Debt Consolidation,756,123340,462583
sdv-id-AwJlmA,sdv-pii-fhzdk,2024-03-20,2024-04-20,15,Approved,84238,8587,6.25,240,54.0,60.7,Medical Expenses,737,71991,306639
sdv-id-bzkVLN,sdv-pii-9n3ch,2023-11-30,2023-09-19,17,Approved,144768,4931,5.86,120,82.4,89.6,Debt Consolidation,733,127801,451838
sdv-id-flYizl,sdv-pii-73zz5,2023-06-02,2024-03-04,12,Approved,58479,3458,6.25,180,56.2,60.5,Education Expenses,716,61249,285995
sdv-id-otRKMU,sdv-pii-oy1uf,2023-04-13,2022-08-07,10,Denied,76745,53645,6.25,180,49.0,55.1,Debt Consolidation,794,104542,444825
sdv-id-PgRaTM,sdv-pii-bl1vm,2022-08-08,2024-04-11,14,Approved,182506,3981,5.96,360,84.4,91.6,Home Improvement,776,72038,487552
sdv-id-qSwwge,sdv-pii-xswxd,2024-07-30,2024-06-17,13,Approved,106972,421,2.24,360,71.1,77.7,Home Improvement,651,81448,347330
sdv-id-ZgThHz,sdv-pii-jkcek,2022-12-14,2023-05-05,10,Approved,67518,10370,6.25,180,55.5,63.0,Home Improvement,720,64587,270402
sdv-id-NkoOLq,sdv-pii-ua83x,2022-05-12,2022-04-05,10,Denied,62147,1695,6.09,120,55.4,63.2,Home Improvement,672,70759,279303
sdv-id-IovKXU,sdv-pii-32afd,2024-02-13,2024-05-04,18,Approved,83964,7860,6.25,120,59.5,65.8,Home Improvement,707,78772,386748
sdv-id-ZlAfmV,sdv-pii-6ua8k,2022-07-26,,17,Approved,120131,11231,6.25,180,78.6,86.1,Education Expenses,725,67856,321649
sdv-id-KXruxM,sdv-pii-6jj87,2023-01-25,2023-11-04,11,Approved,48888,11275,6.25,120,43.5,50.4,Debt Consolidation,786,96778,308711
sdv-id-tyQdQv,sdv-pii-9bei3,2022-05-02,,17,Denied,78571,13317,6.25,180,65.9,73.9,Debt Consolidation,754,70057,374478
sdv-id-OQBpQP,sdv-pii-ac4f6,2024-04-28,2023-12-27,12,Approved,121972,48,0.01,240,70.8,78.2,Debt Consolidation,617,85953,399989
sdv-id-YvJtPw,sdv-pii-wtv5j,2024-03-10,2024-08-13,11,Withdrawn,102225,6214,6.25,240,67.9,74.4,Debt Consolidation,776,73202,377679
sdv-id-mPcqsm,sdv-pii-wx65u,2022-03-24,2022-10-21,16,Denied,182219,85,0.0,120,88.6,95.6,Debt Consolidation,696,65026,480782
sdv-id-bCKBDq,sdv-pii-w1foh,2023-03-26,2023-09-20,15,Approved,87360,4620,6.25,240,61.8,68.4,Debt Consolidation,723,68895,314230
sdv-id-usNBka,sdv-pii-sthk8,2022-06-30,,16,Approved,171699,4394,4.09,240,86.3,93.3,Home Improvement,778,97137,491993
sdv-id-YLvcha,sdv-pii-yei1n,2022-12-07,2023-04-17,16,Approved,94040,140,0.03,240,67.2,76.4,Education Expenses,605,62286,352347
sdv-id-NSEuxs,sdv-pii-5hccj,2022-02-16,2022-10-13,14,Approved,115401,81858,6.25,240,66.5,72.8,Home Improvement,795,145593,474435
sdv-id-WWgoJO,sdv-pii-t48qg,2022-06-10,,11,Approved,56564,85196,6.25,180,44.1,50.0,Debt Consolidation,795,125005,354784
sdv-id-KJMued,sdv-pii-ovq6f,2024-11-08,2024-06-03,13,Approved,157586,7699,6.24,180,82.6,89.9,Education Expenses,741,117361,467473
sdv-id-RJrbzS,sdv-pii-866my,2023-07-21,2023-11-04,16,Approved,98030,61018,6.25,180,69.2,74.3,Home Improvement,785,111767,433922
sdv-id-CXAGKP,sdv-pii-y3406,2024-02-17,2023-03-10,14,Approved,98101,14830,6.25,180,70.5,79.2,Debt Consolidation,759,97845,429895
sdv-id-iDHtzf,sdv-pii-4b3cz,2023-03-29,2024-01-01,10,Approved,124878,16210,6.25,240,73.3,78.7,Debt Consolidation,778,103968,411126
sdv-id-LycBaJ,sdv-pii-5dtzc,2023-03-04,,12,Approved,110368,592,1.28,360,77.9,87.3,Home Improvement,791,90743,383113
sdv-id-tyPFuL,sdv-pii-3ai5o,2022-11-20,2023-06-11,15,Denied,181090,434,0.2,180,88.3,95.6,Education Expenses,615,104938,485854
sdv-id-AvkUXM,sdv-pii-suugd,2022-06-21,2022-06-11,16,Approved,109393,9278,6.25,240,69.1,77.0,Home Improvement,774,88400,428594
sdv-id-uaJCpN,sdv-pii-eqj75,2024-02-29,,12,Pending,154129,379,0.0,240,82.3,90.3,Home Improvement,724,89183,462139
sdv-id-rCUxUf,sdv-pii-e5se1,2024-07-08,2024-04-17,13,Approved,96838,26054,6.25,180,69.2,74.8,Debt Consolidation,791,91923,394926
sdv-id-edyouT,sdv-pii-us3f4,2023-11-23,2023-08-28,9,Pending,95590,35,0.01,120,77.7,86.6,Debt Consolidation,636,62172,342682
sdv-id-dpdldC,sdv-pii-d8i48,2022-05-21,2023-06-12,14,Approved,70964,15504,6.25,120,47.1,52.5,Home Improvement,759,106516,355884
sdv-id-lYygdh,sdv-pii-jmgc4,2024-08-19,,10,Approved,69557,37614,6.25,240,49.2,54.5,Debt Consolidation,792,110241,396226
sdv-id-zLRwfR,sdv-pii-bpbm2,2023-10-05,2022-12-11,19,Denied,187731,679,0.14,240,91.0,98.3,Debt Consolidation,738,83565,489137
sdv-id-buLCHr,sdv-pii-htos3,2022-08-28,2022-05-01,10,Withdrawn,107381,36,0.0,180,80.5,89.3,Education Expenses,725,79005,362420
sdv-id-sxPLUB,sdv-pii-zze46,2024-07-26,2024-10-21,13,Approved,108119,12350,6.25,240,77.6,86.5,Home Improvement,792,106491,389869
sdv-id-VEDnzH,sdv-pii-5o64k,2024-06-11,,17,Approved,136432,1993,5.57,120,82.7,90.7,Debt Consolidation,674,76336,435223
sdv-id-FqPtOd,sdv-pii-7ucdv,2024-12-14,2024-11-09,17,Approved,140567,13386,6.25,180,81.5,88.3,Home Improvement,793,96490,511507
sdv-id-JTIBWc,sdv-pii-pj1l1,2022-05-07,,13,Pending,81598,167,1.5,360,69.3,77.7,Home Improvement,616,62100,310615
sdv-id-XWVcxz,sdv-pii-6cdo4,2022-02-24,,14,Pending,98198,0,0.0,120,71.1,80.0,Home Improvement,612,62342,277525
sdv-id-JWzMLr,sdv-pii-6n22z,2023-05-24,2023-04-23,12,Approved,41473,2527,6.22,360,41.4,47.6,Debt Consolidation,723,61218,266574
sdv-id-UCWiGF,sdv-pii-luwdy,2022-08-17,2022-06-06,20,Withdrawn,129993,6543,4.91,240,83.6,91.2,Debt Consolidation,730,100647,463987
sdv-id-krTTZd,sdv-pii-budu1,2022-08-02,,20,Approved,123872,742,0.77,360,69.9,76.7,Debt Consolidation,647,97901,370335
sdv-id-vXEqoG,sdv-pii-o6ymj,2022-09-11,2023-02-03,18,Approved,79747,35156,6.25,180,59.3,64.6,Home Improvement,790,113700,327377
sdv-id-wAEFYY,sdv-pii-s2yy8,2023-10-04,2024-02-05,17,Approved,109778,781,3.24,180,72.5,81.3,Debt Consolidation,721,65948,337306
sdv-id-BqnFVf,sdv-pii-ggw8c,2024-06-28,,11,Denied,138297,17953,6.25,240,72.3,77.8,Debt Consolidation,783,124595,454558
sdv-id-ViBDzr,sdv-pii-1vunb,2024-09-02,,14,Approved,87459,42180,6.25,180,55.7,59.3,Education Expenses,778,114289,393096
sdv-id-AktsoJ,sdv-pii-b216n,2024-10-21,2024-02-14,14,Approved,49992,1070,6.21,240,50.1,56.4,Home Improvement,716,70867,269011
sdv-id-UejTId,sdv-pii-fswpm,2024-12-12,,11,Approved,97527,4362,6.25,180,69.0,76.6,Medical Expenses,783,66699,374357
sdv-id-eALErR,sdv-pii-wa652,2022-01-14,2022-02-12,13,Approved,55307,20265,6.25,180,51.6,57.3,Debt Consolidation,759,77052,281565
sdv-id-rVBDWe,sdv-pii-yjksr,2023-03-06,2023-02-03,14,Approved,81118,8339,6.24,120,62.5,69.1,Home Improvement,794,107836,393648
sdv-id-bDcIqk,sdv-pii-rdig8,2023-12-24,2023-10-01,12,Approved,45519,61022,6.25,120,42.6,49.0,Home Improvement,793,95209,315030
sdv-id-zPSflW,sdv-pii-efsmy,2022-08-20,,15,Approved,75978,25773,6.25,180,47.5,53.6,Education Expenses,782,95372,334272
sdv-id-opTHjt,sdv-pii-krz34,2022-03-15,2022-11-05,11,Approved,82717,5922,6.25,240,52.2,57.6,Education Expenses,689,72720,330698
sdv-id-LwACXH,sdv-pii-pvl80,2024-12-05,2024-06-03,10,Approved,60814,12511,6.25,180,52.8,58.6,Education Expenses,765,102052,300340
sdv-id-mDXsfv,sdv-pii-4ytnu,2023-07-21,2023-11-25,19,Approved,165674,5397,6.23,240,87.1,94.6,Home Improvement,736,110710,420585
sdv-id-HWZyGQ,sdv-pii-4zl3w,2024-02-26,,10,Approved,80814,1185,2.3,240,63.9,74.0,Home Improvement,786,76417,345318
sdv-id-osrriT,sdv-pii-1taxh,2022-09-18,2022-05-30,15,Approved,100493,18971,6.25,180,74.0,80.9,Debt Consolidation,776,129765,344282
sdv-id-mikNLk,sdv-pii-h6g1i,2024-08-01,,14,Approved,145808,2692,4.62,120,75.5,83.8,Debt Consolidation,774,124638,486237
sdv-id-JoXPVX,sdv-pii-7jy60,2024-09-15,2024-08-07,14,Approved,103185,4423,5.8,180,70.3,77.4,Debt Consolidation,720,81201,356761
sdv-id-cTJISl,sdv-pii-at15r,2024-09-05,,19,Approved,111418,31657,6.25,240,65.4,70.9,Medical Expenses,784,81721,425488
sdv-id-NoZWIk,sdv-pii-vtq5l,2023-11-04,2023-09-02,12,Approved,48301,54498,6.25,240,45.3,52.3,Debt Consolidation,683,106389,326558
sdv-id-psNUUr,sdv-pii-fcrdp,2023-04-04,2023-10-26,15,Approved,90196,34128,6.25,120,54.5,59.3,Home Improvement,795,121472,456317
sdv-id-JFugYf,sdv-pii-7m3sg,2024-06-28,2024-06-21,18,Withdrawn,160898,27,0.0,360,85.7,93.2,Medical Expenses,682,74662,434151
sdv-id-zfRDPn,sdv-pii-pg3ps,2023-10-02,2024-04-05,13,Approved,72135,27858,6.25,240,59.4,68.5,Home Improvement,731,98519,317900
sdv-id-rvYtqR,sdv-pii-d0kl0,2022-07-17,2022-12-29,10,Approved,77198,41612,6.25,120,48.0,53.0,Home Improvement,795,94312,410021
sdv-id-MSLlOT,sdv-pii-dyucf,2024-06-09,2024-08-27,11,Approved,76511,31133,6.25,360,46.7,52.7,Education Expenses,795,119815,351076
sdv-id-VMipXh,sdv-pii-xacic,2022-08-10,2022-05-26,11,Approved,58219,69556,6.25,180,47.2,52.3,Debt Consolidation,771,99409,346855
sdv-id-TaunmY,sdv-pii-acuwh,2022-02-23,2022-04-18,12,Approved,187604,7077,6.15,360,82.2,86.9,Debt Consolidation,788,102909,507523
sdv-id-jHwzvx,sdv-pii-t8vbk,2024-09-17,2024-05-04,14,Approved,78815,39610,6.25,180,57.6,62.2,Debt Consolidation,740,87908,379127
sdv-id-rNrNUa,sdv-pii-z6m6v,2024-02-10,2024-04-28,10,Pending,188214,1,0.0,360,90.5,98.1,Home Improvement,614,82833,482641
sdv-id-StILgb,sdv-pii-egl3e,2022-12-25,2024-04-18,15,Pending,57906,23151,6.25,180,51.0,57.3,Debt Consolidation,778,74011,298874
sdv-id-EZgKFZ,sdv-pii-yjvol,2023-12-13,2024-04-04,11,Pending,113687,648,0.17,360,73.6,81.6,Debt Consolidation,749,68543,368055
sdv-id-nqhqMy,sdv-pii-kh0w3,2023-04-17,2024-03-28,10,Denied,166132,87,0.0,360,86.1,93.5,Home Improvement,685,84382,391718
sdv-id-wMzCux,sdv-pii-92co8,2022-05-15,2023-03-10,13,Denied,98461,4274,6.05,360,61.7,67.5,Home Improvement,720,66724,435763
sdv-id-hdguFF,sdv-pii-r3j1a,2024-06-18,2023-10-25,12,Approved,82627,2575,6.13,120,60.7,69.5,Home Improvement,746,102236,350938
sdv-id-GpLtFB,sdv-pii-hh1q1,2022-03-08,,17,Approved,75010,6890,6.25,120,56.0,62.7,Debt Consolidation,780,72026,385614
sdv-id-QononF,sdv-pii-wg9ut,2023-02-17,2023-05-14,12,Approved,75770,54,0.07,360,65.2,72.3,Debt Consolidation,607,62489,276070
sdv-id-BdjpTD,sdv-pii-vh11p,2023-01-20,2022-12-07,13,Approved,102666,41069,6.25,240,71.1,75.8,Debt Consolidation,793,135229,381310
sdv-id-upemVp,sdv-pii-86phl,2023-12-16,,15,Approved,116805,2767,4.69,240,79.2,87.8,Debt Consolidation,684,71786,350066
sdv-id-RiCtBj,sdv-pii-9vj5u,2022-12-30,2023-06-30,11,Approved,59455,16192,6.25,180,47.9,53.8,Debt Consolidation,749,77825,298588
sdv-id-TewsKN,sdv-pii-s2s6e,2022-06-05,2022-07-05,20,Approved,78598,3302,6.19,180,65.0,71.4,Debt Consolidation,756,64633,322917
sdv-id-RYjmDM,sdv-pii-c99df,2022-01-22,2022-03-10,11,Approved,39865,61459,6.25,180,40.8,47.1,Medical Expenses,754,64588,265132
sdv-id-QwVxup,sdv-pii-7vf9x,2024-04-03,,14,Withdrawn,126542,134,0.04,360,76.8,85.1,Home Improvement,687,85878,416764
sdv-id-BuIKWJ,sdv-pii-8lisn,2022-01-16,2022-08-16,12,Approved,48143,95359,6.25,240,42.5,48.4,Debt Consolidation,785,90593,302246
sdv-id-ZPQhVu,sdv-pii-sf9qg,2022-06-22,,12,Denied,86257,22851,6.25,360,46.8,51.6,Medical Expenses,763,78196,320055
sdv-id-MDrrje,sdv-pii-xe1ri,2023-10-21,2023-11-26,18,Approved,126867,270,0.33,240,86.4,94.4,Medical Expenses,627,67346,344051
sdv-id-clcHde,sdv-pii-0zp0g,2022-03-05,2022-08-16,13,Approved,91494,11810,6.25,360,66.7,75.0,Debt Consolidation,650,70879,355946
sdv-id-OcOGve,sdv-pii-munx9,2022-06-17,,14,Approved,142727,14992,6.25,120,78.4,85.6,Medical Expenses,793,112750,456615
sdv-id-bApXCQ,sdv-pii-8anzk,2024-01-22,2024-07-31,12,Approved,105737,56878,6.25,240,54.7,58.6,Debt Consolidation,784,130914,432837
sdv-id-AZcHBY,sdv-pii-45lnt,2023-07-22,,11,Denied,127414,220,0.55,360,78.5,85.9,Education Expenses,733,63067,334852
sdv-id-TgIjlG,sdv-pii-wafm4,2022-11-15,2023-09-04,15,Approved,136205,4161,6.01,180,80.7,87.7,Debt Consolidation,687,83478,408754
sdv-id-aoUbLb,sdv-pii-4fjtu,2024-04-16,2023-10-02,26,Approved,121300,58504,6.25,240,66.9,72.3,Home Improvement,795,131704,526209
sdv-id-FSLBCC,sdv-pii-z9nzo,2024-01-25,2023-01-10,11,Approved,68096,10123,6.25,240,50.0,57.1,Medical Expenses,751,79145,330959
sdv-id-xmAVHc,sdv-pii-fpbxp,2022-07-06,2023-08-22,11,Denied,89822,8981,6.25,180,65.7,71.9,Home Improvement,779,74037,393345
sdv-id-hihYVZ,sdv-pii-vp9ff,2022-08-04,,14,Approved,98933,6849,6.25,240,69.6,75.1,Debt Consolidation,764,78433,327566
sdv-id-LPCUlo,sdv-pii-yknpa,2023-09-09,,13,Approved,57865,6681,6.25,240,52.4,58.6,Medical Expenses,699,70308,297665
sdv-id-wDSwzE,sdv-pii-0d160,2024-03-11,2024-02-28,13,Approved,132467,124,0.0,360,81.9,91.2,Home Improvement,754,96592,358404
sdv-id-SfyOSW,sdv-pii-r4dbq,2023-06-18,2023-10-19,18,Approved,192568,108,0.0,120,90.9,98.1,Medical Expenses,731,87939,419045
sdv-id-TVNBGc,sdv-pii-gwbj3,2023-11-07,2023-06-27,14,Approved,98971,5729,6.24,180,65.0,69.4,Medical Expenses,790,92248,350397
sdv-id-TzlHWy,sdv-pii-03dl4,2024-03-02,2024-08-16,16,Approved,62711,1514,6.22,240,64.7,71.2,Education Expenses,638,65703,327657
sdv-id-THUqpe,sdv-pii-byknb,2023-09-20,2023-07-28,10,Denied,46442,7720,6.25,240,45.5,51.8,Home Improvement,669,62705,274421
sdv-id-qKcHIY,sdv-pii-77i1x,2024-06-15,2023-12-10,13,Approved,132923,11966,6.25,360,69.9,75.2,Home Improvement,790,121119,444582
sdv-id-eoiPKM,sdv-pii-g3uwh,2024-11-12,2024-01-05,21,Approved,114228,8249,6.24,240,73.7,82.3,Debt Consolidation,773,107246,383208
sdv-id-QKSjus,sdv-pii-5ybpt,2022-09-15,,18,Approved,106718,8522,6.25,120,71.0,78.3,Education Expenses,731,82681,347701
sdv-id-iSskyn,sdv-pii-91jdm,2023-06-28,2024-04-30,15,Approved,106038,19159,6.25,360,64.6,69.7,Home Improvement,758,124263,483512
sdv-id-rTUUGR,sdv-pii-4dc26,2022-03-08,2022-06-18,14,Approved,152446,14425,6.25,360,80.2,87.1,Home Improvement,717,119171,485137
sdv-id-nmvsdq,sdv-pii-6iehw,2023-08-31,,9,Denied,59597,12416,6.25,360,46.6,54.1,Home Improvement,792,78065,359773
sdv-id-chdiaM,sdv-pii-lh5h6,2023-04-25,2023-10-09,14,Approved,88457,56559,6.25,240,56.0,61.2,Debt Consolidation,795,132915,488803
sdv-id-XqkRAE,sdv-pii-frgm1,2024-10-28,,18,Approved,184828,1505,0.46,120,88.5,95.7,Home Improvement,654,127869,523243
sdv-id-sqCTJS,sdv-pii-et3zt,2023-01-23,2023-08-30,19,Approved,116672,2467,4.63,360,72.3,78.8,Medical Expenses,734,66406,347921
sdv-id-MBzwrH,sdv-pii-1hfbj,2023-12-01,2024-05-25,12,Approved,97228,2299,5.95,360,64.7,71.8,Debt Consolidation,744,69665,347328
sdv-id-QsxrzC,sdv-pii-jl6qj,2024-06-07,2024-08-29,15,Approved,198354,15347,6.24,240,89.7,96.7,Home Improvement,795,146005,537419
sdv-id-ZIVlRE,sdv-pii-lw2mv,2022-06-03,2023-04-23,9,Withdrawn,160863,6519,6.05,360,82.6,89.7,Home Improvement,790,135536,532416
sdv-id-RzgQtG,sdv-pii-m50n0,2022-09-07,,12,Approved,49292,7010,6.25,360,47.3,54.5,Medical Expenses,724,66519,285209
sdv-id-HELDuf,sdv-pii-78qdm,2022-03-20,,12,Approved,150316,8601,6.25,240,86.0,93.7,Home Improvement,641,83715,364750
sdv-id-UcTLes,sdv-pii-tjqky,2023-03-16,2022-10-02,12,Approved,113347,28566,6.25,240,68.1,74.3,Home Improvement,791,144178,505739
sdv-id-OZeHfg,sdv-pii-g3dfi,2023-04-04,2022-12-13,17,Approved,66715,25060,6.25,240,57.8,62.4,Home Improvement,769,98736,367085
sdv-id-eeZSWE,sdv-pii-h2j8p,2023-07-07,,17,Denied,146781,469,0.02,120,85.4,93.8,Home Improvement,624,78105,425485
sdv-id-dUPpnm,sdv-pii-jwafr,2023-12-26,,13,Approved,55324,7498,6.25,180,49.6,57.9,Debt Consolidation,685,67524,320990
sdv-id-MCDRob,sdv-pii-z8gp8,2022-10-09,2023-09-21,14,Approved,85238,17645,6.25,240,53.5,59.3,Medical Expenses,731,93009,367889
sdv-id-NpNHiJ,sdv-pii-wvdwz,2022-05-25,,12,Approved,78700,14243,6.25,120,51.6,57.7,Home Improvement,769,84014,321701
sdv-id-olFYrI,sdv-pii-ik6dj,2024-06-18,2024-04-18,16,Approved,97048,12394,6.25,180,74.2,79.6,Medical Expenses,742,94460,307062
sdv-id-rYLtIv,sdv-pii-k1z9q,2022-12-23,2023-09-27,14,Approved,74226,3878,6.25,180,55.5,61.7,Debt Consolidation,727,61729,292465
sdv-id-VCjJYB,sdv-pii-3hnim,2024-09-12,2024-09-18,24,Approved,179922,50554,6.25,240,79.8,84.5,Home Improvement,795,145144,538659
sdv-id-UfBMhF,sdv-pii-jqnp0,2023-02-28,2023-07-03,11,Approved,72956,9850,6.25,240,56.9,63.1,Medical Expenses,785,79548,290836
sdv-id-IPuQwl,sdv-pii-ixznc,2022-06-18,2022-12-25,10,Approved,52874,47060,6.25,240,42.3,48.4,Medical Expenses,741,96728,358168
sdv-id-BoSRqH,sdv-pii-a1ak8,2024-10-27,2024-08-19,18,Approved,120598,2758,5.55,180,72.9,79.7,Debt Consolidation,767,82279,389630
sdv-id-EkVAFP,sdv-pii-qzzyv,2024-01-15,2023-12-11,15,Approved,148472,35478,6.25,360,69.3,75.5,Home Improvement,795,146045,489200
sdv-id-rkOFnE,sdv-pii-fwxrg,2022-06-18,2022-02-18,13,Approved,73742,15094,6.25,120,50.1,56.0,Debt Consolidation,751,98760,296098
sdv-id-ISLboG,sdv-pii-c4rjy,2024-06-13,,19,Withdrawn,165179,2534,5.76,180,88.6,95.4,Medical Expenses,756,65945,435626
sdv-id-ijfNTF,sdv-pii-u3flr,2023-12-01,2023-11-25,15,Denied,112665,2383,5.11,240,74.3,81.0,Debt Consolidation,648,79961,410131
sdv-id-QesHHN,sdv-pii-jzf28,2023-12-18,2023-06-20,15,Pending,121420,131,0.02,240,84.5,93.2,Home Improvement,613,63355,383541
sdv-id-owxLXq,sdv-pii-s85ag,2022-06-09,2022-10-07,12,Pending,131632,300,0.18,180,83.2,91.3,Home Improvement,643,74741,353690
sdv-id-RTFlRL,sdv-pii-nfzjp,2024-02-14,,18,Approved,80250,30827,6.25,240,51.4,55.5,Medical Expenses,792,88210,332228
sdv-id-BqMbQv,sdv-pii-kfpb1,2022-10-24,,15,Approved,92154,4520,6.17,120,66.6,73.0,Debt Consolidation,781,81907,406114
sdv-id-zclFmX,sdv-pii-q4mi5,2023-12-17,,9,Approved,68653,5913,6.22,360,59.4,70.0,Home Improvement,780,108846,395307
sdv-id-CvVksF,sdv-pii-vtqfg,2023-07-26,2024-04-13,15,Approved,164754,3389,3.34,240,85.3,92.1,Debt Consolidation,791,109943,518935
sdv-id-pZbZaO,sdv-pii-7qfnf,2022-01-12,,12,Approved,131033,4430,5.85,360,74.7,81.2,Home Improvement,733,70727,411386
sdv-id-vBqWyy,sdv-pii-rh4gw,2024-11-24,2024-04-16,17,Approved,118362,15714,6.25,180,74.1,78.6,Education Expenses,775,109310,496697
sdv-id-OaDXhm,sdv-pii-ayma6,2022-07-19,2023-01-17,12,Approved,72351,96,0.14,240,58.3,64.5,Education Expenses,610,61368,278680
sdv-id-CTMXSK,sdv-pii-yfv16,2024-01-25,2023-07-28,11,Denied,158470,3,0.0,240,89.1,97.0,Home Improvement,685,63186,377364
sdv-id-Uzagna,sdv-pii-ylxwj,2023-01-04,2023-08-04,12,Approved,50748,117328,6.25,360,43.6,49.7,Debt Consolidation,795,146930,430060
sdv-id-hMzcBN,sdv-pii-11tgo,2023-10-08,2023-02-26,14,Approved,176823,4095,2.88,360,88.3,95.4,Home Improvement,793,127203,515948
sdv-id-cWlIwk,sdv-pii-cdbk5,2022-02-22,2022-04-28,15,Approved,108213,69512,6.25,180,63.3,69.1,Home Improvement,795,116571,482219
sdv-id-hdYtgP,sdv-pii-ooyt9,2024-03-08,,14,Approved,148812,10557,6.25,180,76.7,82.2,Education Expenses,749,98844,422825
sdv-id-DBlzou,sdv-pii-l2va4,2024-04-17,2024-07-26,15,Approved,102725,18137,6.25,360,64.1,68.7,Education Expenses,792,116673,392666
sdv-id-yUVCHO,sdv-pii-fwqmf,2024-11-24,,11,Approved,86098,29230,6.25,180,61.5,66.9,Debt Consolidation,752,66819,374112
sdv-id-DlFuer,sdv-pii-2vanu,2024-04-09,,16,Approved,153683,487,0.23,180,88.5,95.7,Home Improvement,612,90732,471841
sdv-id-jaenOH,sdv-pii-zwf77,2022-03-28,2022-09-21,22,Approved,156990,5942,6.15,360,81.0,87.9,Debt Consolidation,676,86633,409129
sdv-id-ZeOPgy,sdv-pii-ny7ij,2023-10-15,,16,Approved,203342,15858,6.22,180,90.2,97.3,Debt Consolidation,764,111546,537583
sdv-id-VcQbQH,sdv-pii-6y6aj,2023-03-28,2023-02-25,17,Approved,52296,82023,6.25,180,42.9,49.0,Medical Expenses,794,115089,301952
sdv-id-cOGvKK,sdv-pii-yup7y,2023-03-29,2023-02-09,11,Pending,84325,7112,6.25,240,55.4,60.7,Debt Consolidation,703,80470,294019
sdv-id-pUypIN,sdv-pii-zgijp,2024-05-05,2024-03-30,14,Pending,162150,21,0.0,120,85.6,93.6,Debt Consolidation,645,70822,437728
sdv-id-YdDPcc,sdv-pii-jf25f,2022-09-20,2023-12-05,11,Approved,44313,5316,6.25,180,51.5,58.7,Education Expenses,667,63000,271034
sdv-id-DgiWDl,sdv-pii-987cb,2023-04-16,2024-01-25,12,Denied,67522,11316,6.25,240,48.0,53.9,Debt Consolidation,704,76166,357871
sdv-id-NUEyyD,sdv-pii-d3eyh,2022-03-07,2022-03-16,15,Withdrawn,87134,11372,6.25,180,66.3,74.0,Home Improvement,764,90443,318794
sdv-id-hzGSBa,sdv-pii-7w32h,2022-10-08,2023-02-17,18,Approved,99705,12450,6.25,240,68.4,75.7,Debt Consolidation,779,91265,452270
sdv-id-iYABsL,sdv-pii-32mxp,2024-07-15,,14,Approved,174840,28406,6.25,240,78.4,82.5,Debt Consolidation,795,122641,451555
sdv-id-FmveUI,sdv-pii-i9b4z,2024-05-02,,14,Denied,135654,2003,4.75,360,76.9,83.9,Home Improvement,675,82838,342008
sdv-id-KrmoXg,sdv-pii-mlhau,2023-06-16,,17,Approved,151541,13777,6.25,240,85.5,91.4,Debt Consolidation,795,107041,425128
sdv-id-SqhTXA,sdv-pii-oj57f,2022-04-05,2022-08-16,10,Approved,121126,1640,5.26,240,80.8,87.9,Debt Consolidation,691,76860,291165
sdv-id-HIvxSc,sdv-pii-0moq9,2024-08-04,2024-04-12,12,Approved,45309,75341,6.25,120,42.6,48.5,Debt Consolidation,795,114113,351815
sdv-id-EBNIfV,sdv-pii-ob9e8,2023-11-29,2024-04-13,11,Approved,49074,16933,6.25,180,46.0,53.3,Debt Consolidation,762,75097,316029
sdv-id-SbDkNr,sdv-pii-kxajs,2022-06-27,2022-04-01,14,Approved,83082,7698,6.24,240,58.3,64.2,Debt Consolidation,676,107034,297002
sdv-id-CoJZin,sdv-pii-sue2u,2024-02-24,2023-04-16,14,Withdrawn,174269,203,0.0,120,88.7,96.6,Home Improvement,792,120137,506019
sdv-id-drZtFP,sdv-pii-ltogy,2022-09-20,2022-07-03,14,Pending,67553,3,0.0,180,62.0,70.4,Education Expenses,605,61302,271566
sdv-id-iflBRk,sdv-pii-gawao,2022-07-10,,11,Approved,84046,19152,6.25,240,60.6,68.5,Education Expenses,766,84825,338063
sdv-id-bPQKcQ,sdv-pii-iv9q1,2024-10-10,2024-03-30,15,Withdrawn,159965,46,0.0,240,89.5,97.3,Debt Consolidation,728,73680,401214
sdv-id-adbuVr,sdv-pii-hg2cr,2023-02-11,2022-10-30,16,Approved,162522,6742,6.21,120,84.1,88.9,Debt Consolidation,738,107111,424571
sdv-id-XEouuH,sdv-pii-kryt6,2022-02-16,2022-05-29,14,Approved,150237,77312,6.25,360,72.7,77.9,Debt Consolidation,795,145092,510948
sdv-id-ekoSRj,sdv-pii-ozklg,2023-04-21,2024-01-17,11,Pending,84874,194,2.99,360,61.8,67.1,Medical Expenses,615,64031,319481
sdv-id-fcFQFL,sdv-pii-vjw4p,2022-03-29,,12,Approved,58646,3054,6.24,180,54.1,62.2,Home Improvement,717,68317,298718
